CustomerID,Recency,Frequency,Price_Sum,Price_Mean,Spend_90,Spend_90_flag,Labels,Price_Pre,Price_Pre2,AVSP,AVSP2
12346.0,-234.0,2.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
12347.0,-37.99999999999999,124.0,22.50693548387073,2790.8599999999997,1519.1400000000006,1.0,1,1154.8176333333333,1583.1730666666706,364.3223666666672,-64.03306666667004
12348.0,-157.0,28.0,53.11571428571452,1487.2399999999998,310.0,1.0,2,551.6842333333336,485.00446666666676,-241.68423333333362,-175.00446666666676
12350.0,-219.0,17.0,19.670588235294375,334.40000000000015,0.0,0.0,3,0.0,0.0,0.0,0.0
12352.0,-170.99999999999997,48.0,12.524583333333645,601.1800000000003,944.2299999999999,1.0,1,470.8632666666668,846.0496666666656,473.3667333333331,98.18033333333426
12353.0,-113.0,4.0,22.250000000000124,89.0000000000001,0.0,0.0,0,0.0,0.0,0.0,0.0
12354.0,-141.0,57.99999999999999,18.610344827586122,1079.4000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0
12355.0,-123.00000000000001,13.0,35.338461538461736,459.40000000000026,0.0,0.0,0,0.0,0.0,0.0,0.0
12356.0,-154.0,56.99999999999999,48.299649122806755,2753.0800000000004,58.349999999999994,1.0,1,1185.3476666666666,660.8077333333345,-1126.9976666666666,-602.4577333333344
12358.0,-59.00000000000001,12.0,40.40500000000027,484.86,683.2,1.0,1,466.08753333333345,563.063333333332,217.1124666666666,120.13666666666802
12359.0,-97.99999999999999,145.0,23.8615862068963,3459.9300000000003,2785.6,1.0,1,1425.3916000000002,2334.9619999999986,1360.2083999999998,450.6380000000013
12360.0,-21.000000000000014,75.0,21.57706666666692,1618.28,1043.7799999999997,1.0,2,441.8073000000001,749.7023333333324,601.9726999999996,294.07766666666737
12361.0,-196.0,10.0,18.9899999999996,189.8999999999997,0.0,0.0,3,0.0,0.0,0.0,0.0
12362.0,-21.000000000000014,110.00000000000001,15.677727272727306,1724.5500000000006,3430.030000000001,1.0,1,915.8776000000003,2453.1478666666703,2514.152400000001,976.8821333333308
12363.0,-17.999999999999996,23.0,24.0000000000004,552.0000000000003,0.0,0.0,2,45.24716666666667,25.197400000000005,-45.24716666666667,-25.197400000000005
12364.0,-21.000000000000014,34.0,18.350588235294214,623.9200000000002,689.1799999999998,1.0,1,473.4165000000002,718.6316333333317,215.76349999999962,-29.45163333333187
12365.0,-200.0,23.0,13.943043478260854,320.69000000000005,0.0,0.0,3,0.0,0.0,0.0,0.0
12370.0,-183.0,139.0,20.189999999999742,2806.409999999998,739.28,1.0,2,809.0698666666672,1072.0437999999997,-69.7898666666672,-332.7637999999997
12372.0,-121.0,39.00000000000001,23.459487179487546,914.9199999999997,383.12,1.0,2,368.8389333333334,473.81753333333387,14.281066666666618,-90.69753333333387
12373.0,-220.0,14.0,26.042857142856754,364.6000000000002,0.0,0.0,3,0.0,0.0,0.0,0.0
12375.0,-6.999999999999995,11.0,20.93636363636339,230.30000000000032,225.12,1.0,1,308.06259999999986,243.70133333333342,-82.94259999999986,-18.58133333333342
12377.0,-224.00000000000003,77.0,21.14441558441575,1628.1199999999997,0.0,0.0,3,0.0,0.0,0.0,0.0
12378.0,-37.99999999999999,219.0,18.304200913241644,4008.620000000001,0.0,0.0,4,19.07806666666667,0.0,-19.07806666666667,0.0
12379.0,-64.0,21.0,21.80428571428567,457.8899999999999,392.40000000000003,1.0,2,284.92363333333344,325.12406666666703,107.47636666666659,67.275933333333
12380.0,-93.99999999999999,36.0,16.876388888888794,607.5500000000004,2113.0099999999998,1.0,1,475.82956666666695,1444.0012666666678,1637.1804333333328,669.008733333332
12381.0,-8.999999999999998,65.99999999999999,18.596818181818048,1227.3900000000003,576.5699999999999,1.0,1,674.1241666666668,622.3523333333341,-97.5541666666669,-45.78233333333412
12383.0,-93.0,100.0,18.393100000000096,1839.3099999999997,0.0,0.0,4,0.0,0.0,0.0,0.0
12384.0,-30.000000000000014,14.0,20.906428571428872,292.68999999999994,273.46999999999997,1.0,1,439.86833333333345,368.495266666667,-166.39833333333348,-95.02526666666705
12386.0,-245.99999999999997,10.0,40.19000000000021,401.9000000000001,0.0,0.0,3,0.0,0.0,0.0,0.0
12388.0,-57.00000000000001,69.99999999999999,23.833428571428765,1668.3400000000008,1112.3200000000002,1.0,1,914.7694000000002,1161.6873000000016,197.55059999999992,-49.36730000000148
12393.0,-154.0,39.00000000000001,27.20769230769199,1061.1000000000004,521.5,1.0,2,373.7085,536.0174666666667,147.79149999999998,-14.517466666666678
12394.0,-126.0,21.0,18.146666666666555,381.07999999999987,891.4000000000001,1.0,2,284.92363333333344,699.7629999999992,606.4763666666666,191.63700000000085
12395.0,-21.000000000000014,97.99999999999999,19.201734693877338,1881.7700000000002,1116.5100000000002,1.0,1,917.553066666667,1017.9424666666666,198.95693333333327,98.56753333333359
12397.0,-44.0,69.99999999999999,17.35442857142894,1214.8100000000002,1195.09,1.0,1,676.4457333333337,966.8813333333314,518.6442666666662,228.20866666666848
12399.0,-28.00000000000001,59.00000000000001,18.790677966101992,1108.6499999999999,0.0,0.0,4,0.0,0.0,0.0,0.0
12401.0,-212.0,5.0,16.85999999999996,84.29999999999986,0.0,0.0,3,0.0,0.0,0.0,0.0
12402.0,-232.0,11.0,20.509090909091267,225.60000000000008,0.0,0.0,3,0.0,0.0,0.0,0.0
12405.0,-57.00000000000001,53.99999999999999,31.673888888888865,1710.3899999999999,0.0,0.0,4,0.0,0.0,0.0,0.0
12406.0,-31.0,52.0,28.59038461538421,1486.6999999999998,1794.0500000000004,1.0,1,849.0326333333338,1438.3312999999982,945.0173666666666,355.7187000000022
12407.0,-43.000000000000014,64.0,21.989999999999956,1407.3599999999992,300.76,1.0,2,440.32430000000005,383.7361333333336,-139.56430000000006,-82.97613333333362
12408.0,-6.999999999999995,89.0,23.629999999999878,2103.07,739.5000000000001,1.0,1,991.2354333333332,891.4294666666664,-251.73543333333305,-151.92946666666626
12409.0,-26.000000000000007,65.0,95.41738461538475,6202.13,4854.800000000001,1.0,2,1746.1102333333338,3233.6371333333304,3108.6897666666673,1621.1628666666707
12410.0,-210.0,28.0,24.32428571428597,681.0800000000002,0.0,0.0,3,0.0,0.0,0.0,0.0
12412.0,-46.00000000000001,44.99999999999999,19.794222222222466,890.7399999999998,336.14,1.0,2,367.0663333333334,374.7829999999998,-30.92633333333339,-38.6429999999998
12413.0,-145.0,30.0,16.66500000000004,499.95000000000005,194.2,1.0,2,284.92363333333344,219.00134666666693,-90.72363333333345,-24.801346666666944
12414.0,-126.0,18.0,31.244999999999727,562.4100000000001,0.0,0.0,0,0.0,0.0,0.0,0.0
12415.0,-8.000000000000012,661.0,153.30639939485627,101335.52999999988,22389.92,1.0,1,34945.20469999997,38428.6861333333,-12555.284699999975,-16038.766133333302
12417.0,-15.000000000000007,153.0,18.079542483659896,2766.1700000000014,812.6299999999999,1.0,1,1154.8176333333333,1246.3948666666686,-342.18763333333345,-433.7648666666687
12418.0,-21.000000000000014,34.0,19.66411764705877,668.5799999999995,0.0,0.0,4,0.0,0.0,0.0,0.0
12421.0,-22.999999999999986,36.99999999999999,16.967297297297527,627.7900000000001,178.48,1.0,1,473.4165000000002,387.7148333333338,-294.93650000000025,-209.2348333333338
12422.0,-4.000000000000006,39.00000000000001,20.604102564102885,803.56,0.0,0.0,2,30.66153333333333,17.93553333333334,-30.66153333333333,-17.93553333333334
12423.0,-6.999999999999995,109.0,15.050183486238259,1640.4700000000005,208.64000000000004,1.0,1,908.6856333333337,465.74416666666644,-700.0456333333336,-257.1041666666664
12424.0,-71.0,30.0,58.69866666666707,1760.9600000000003,0.0,0.0,4,0.0,0.0,0.0,0.0
12426.0,-102.99999999999999,30.0,19.424333333333614,582.7299999999999,0.0,0.0,4,0.0,0.0,0.0,0.0
12427.0,-260.0,13.0,18.96538461538474,246.5500000000001,461.82000000000005,1.0,1,326.4206999999999,384.4211999999998,135.39930000000015,77.39880000000022
12428.0,-17.00000000000001,285.0,26.20652631578936,7468.860000000003,408.34000000000003,1.0,1,2844.599100000001,1605.4973999999988,-2436.2591000000007,-1197.1573999999987
12429.0,-80.99999999999997,69.99999999999999,40.641142857143244,2844.88,905.52,1.0,1,1155.602233333333,890.984200000001,-250.08223333333308,14.535799999998972
